scorer,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne
bodyparts,Head,Head,Sideleft,Sideleft,Sideright,Sideright,Spine1,Spine1,Tailbase,Tailbase,Tailmiddle,Tailmiddle,Tailend,Tailend
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\trail_1_greendownsampled\img0044.png,,,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img0117.png,,,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img0179.png,,,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img0226.png,,,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img0245.png,255.37647506469736,86.93855118200688,245.10190077038584,76.43103366589355,237.07178075073244,86.21014576098636,,,,,,,,
labeled-data\trail_1_greendownsampled\img0271.png,245.2330391276858,97.77022383593751,,,,,,,206.33407592773438,92.85421752929688,201.1758575439453,91.73490905761719,,
labeled-data\trail_1_greendownsampled\img1906.png,83.55339813232422,83.1935806274414,92.9834012890762,68.78359220267153,83.161575478755,69.14176505112928,88.07610090222616,52.99878714687827,99.59667047094517,46.17312045831417,115.51930700094762,42.35752119705154,127.05577133157834,44.82422679916246
labeled-data\trail_1_greendownsampled\img2058.png,90.52863676000459,151.73514206515625,94.87496405265969,131.0896092323024,86.75282287597656,131.2411241962293,90.60321161835361,121.62363372008042,91.77240753173828,113.66435241699219,91.10066560021255,100.7968521118164,93.39126607524011,85.1415193135986
labeled-data\trail_1_greendownsampled\img2253.png,106.893798828125,182.4648895263672,109.17052396436023,168.76733290589428,99.26916611754321,170.82014908297444,102.90761629442883,161.20576730173872,100.66856428844643,153.14046329426287,91.19161224365234,141.760986328125,85.72021484375,132.3267822265625
labeled-data\trail_1_greendownsampled\img2266.png,94.2194026015603,184.13336942820695,107.97027383619059,167.6414601479671,98.07579702210705,167.03598326229212,102.60790912609525,159.11191099666712,100.14488375617748,151.688232421875,90.04252065843832,139.31665447605633,84.68769377254603,125.38035583496094
labeled-data\trail_1_greendownsampled\img2540.png,84.37073236794866,199.41700358318013,89.08337888459809,188.55544071713192,81.8158713879778,185.01483527697994,90.12461180210725,179.34511749635223,92.18801879882812,171.64425659179688,93.50818634033203,158.467041015625,94.56590947040156,144.9310417982154
labeled-data\trail_1_greendownsampled\img2601.png,81.29444205310057,198.86332364843753,91.67313979052736,191.1465310394288,80.12943264916987,185.60667253442392,90.38403403308104,181.812837411377,92.09081603198234,174.59218341162105,93.78006744384766,156.27621459960938,94.67112272900654,139.1009853288968
labeled-data\trail_1_greendownsampled\img4527.png,83.12949570965361,39.77230440727095,89.78607812609948,48.05005446124482,94.23816660401073,39.83063146117482,98.03031245496886,47.06447127777913,104.9964847951848,50.418734966366635,125.23263499593688,56.50930153979155,140.41527410070228,69.59637231037273
labeled-data\trail_1_greendownsampled\img4701.png,84.6693115234375,48.20719909667969,82.17328511159398,65.48294426397524,92.07188570621788,60.315848228460354,92.38647926220835,71.16270459310115,98.59860267090501,81.70497551720962,111.51141077519581,79.33423269325277,,
labeled-data\trail_1_greendownsampled\img5124.png,87.98628997802734,159.5674202465786,95.02706074950831,148.39396410838611,84.94380359082854,145.645843791017,89.77093334764803,137.07625451513059,91.05075964502569,129.0635453696296,89.22558308592379,108.37821454151623,90.34879716457064,90.73069127993791
labeled-data\trail_1_greendownsampled\img5277.png,84.50447633538654,140.19620289085913,93.672887110951,145.31629203020486,90.65823911569667,136.3912892366426,96.04708690901657,139.32039430413656,97.23999222448055,131.8581629769313,,,,
labeled-data\trail_1_greendownsampled\img5593.png,84.53239963644106,143.18546260178232,95.46183634293797,144.27051236611092,88.79727828217128,135.00883388845602,95.93270243723413,136.61617053982715,97.0297076873434,131.31217513714645,,,,
labeled-data\trail_1_greendownsampled\img7494.png,254.24913183052865,165.6630723220232,252.13021534284889,144.31209263359696,243.2280699571067,145.1721603578975,247.78285375435678,132.7200164794922,245.32700813080908,123.49496307991117,245.33884895112158,104.95351695309643,247.1080084058475,90.1036190880919
labeled-data\trail_1_greendownsampled\img8773.png,81.7097251553865,37.92283082622256,87.7714897279318,46.87042025593102,93.01102317686502,35.85420227050781,96.52797735430457,43.22210539535921,102.60793060796959,48.00354950036064,124.70847541113972,54.929520880663524,139.26424755706228,54.18318978398197
labeled-data\trail_1_greendownsampled\img8899.png,100.63785479655544,62.42192745963473,92.17466672764712,62.34548985148827,85.20297346071482,70.72156500349554,83.22140838801039,56.70042702874672,89.22915054410282,53.321303375162046,112.21694596753929,36.156195009419434,133.01604620151807,37.13300962897411
labeled-data\trail_1_greendownsampled\img8955.png,114.5121146776124,64.722203567749,99.84577941894531,60.8587532043457,99.71546296292712,70.31300157329694,90.97635961029295,63.984360120278666,84.11247317418479,59.83393622945954,83.58289119194262,47.40966140646837,95.7745910548451,35.62072791944345
labeled-data\trail_1_greendownsampled\img9094.png,95.47446223532222,197.6651932650271,102.27173614501953,183.77212524414062,93.77742577543074,184.63034776177844,96.99741129355687,177.57688815051,94.4184464936132,170.97537861248375,84.67660611218531,155.08291246394742,80.79264778664262,137.76928048083084
labeled-data\trail_1_greendownsampled\img9170.png,79.42434410532029,198.18899521298562,86.38831751097366,190.10257328864105,92.03339563997349,197.31763882052638,93.36069355017125,189.74805028687786,94.13313463026415,182.06501250820725,95.86174892843937,159.27187423877936,94.36583798722307,144.73153176011812
labeled-data\trail_1_greendownsampled\img9401.png,82.49589614730495,197.29636405374566,93.10082244873047,192.87484741210938,87.0898208618164,189.51736450195312,93.1003118176804,185.61820059432205,97.0411605834961,181.5189208984375,96.45303430085346,158.28080744222117,95.59285359215512,145.6388633830212
labeled-data\trail_1_greendownsampled\img9482.png,87.37945556640625,197.3411865234375,93.10637818232803,193.1289606360482,85.26744757290469,189.31909290505968,92.7530288696289,186.814697265625,94.95455225086968,183.51424531567272,,,,
labeled-data\trail_1_greendownsampled\img9534.png,,,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img9565.png,,,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img9586.png,130.9553985595703,133.84396362304688,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img9589.png,158.79788208007812,131.919921875,,,,,,,,,,,,
labeled-data\trail_1_greendownsampled\img9609.png,,,,,,,58.355506896972656,40.574485778808594,,,,,,
