10, 0.38318, 0.005
20, 0.10558, 0.005
30, 0.07890, 0.005
40, 0.06734, 0.005
50, 0.06527, 0.005
60, 0.06466, 0.005
70, 0.06022, 0.005
80, 0.06309, 0.005
90, 0.06248, 0.005
100, 0.05627, 0.005
110, 0.05823, 0.005
120, 0.05638, 0.005
130, 0.05304, 0.005
140, 0.05427, 0.005
150, 0.05875, 0.005
160, 0.05486, 0.005
170, 0.05129, 0.005
180, 0.05216, 0.005
190, 0.05057, 0.005
200, 0.04902, 0.005
210, 0.04973, 0.005
220, 0.04679, 0.005
230, 0.04983, 0.005
240, 0.04752, 0.005
250, 0.04677, 0.005
260, 0.04712, 0.005
270, 0.04695, 0.005
280, 0.04409, 0.005
290, 0.04982, 0.005
300, 0.04777, 0.005
310, 0.04587, 0.005
320, 0.04450, 0.005
330, 0.04411, 0.005
340, 0.04364, 0.005
350, 0.04195, 0.005
360, 0.04431, 0.005
370, 0.04276, 0.005
380, 0.04000, 0.005
390, 0.04238, 0.005
400, 0.04646, 0.005
410, 0.04464, 0.005
420, 0.04183, 0.005
430, 0.04184, 0.005
440, 0.04016, 0.005
450, 0.04383, 0.005
460, 0.04117, 0.005
470, 0.03869, 0.005
480, 0.04040, 0.005
490, 0.04051, 0.005
500, 0.03834, 0.005
510, 0.03891, 0.005
520, 0.03894, 0.005
530, 0.03964, 0.005
540, 0.03558, 0.005
550, 0.03996, 0.005
560, 0.03777, 0.005
570, 0.03982, 0.005
580, 0.04138, 0.005
590, 0.03973, 0.005
600, 0.03843, 0.005
610, 0.03767, 0.005
620, 0.03981, 0.005
630, 0.03760, 0.005
640, 0.03776, 0.005
650, 0.03714, 0.005
660, 0.03709, 0.005
670, 0.03703, 0.005
680, 0.03512, 0.005
690, 0.03442, 0.005
700, 0.03558, 0.005
710, 0.03473, 0.005
720, 0.03441, 0.005
730, 0.03832, 0.005
740, 0.03503, 0.005
750, 0.03793, 0.005
760, 0.03442, 0.005
770, 0.03757, 0.005
780, 0.03815, 0.005
790, 0.03510, 0.005
800, 0.03670, 0.005
810, 0.03455, 0.005
820, 0.03570, 0.005
830, 0.03477, 0.005
840, 0.03647, 0.005
850, 0.03381, 0.005
860, 0.03129, 0.005
870, 0.03395, 0.005
880, 0.03154, 0.005
890, 0.03175, 0.005
900, 0.03274, 0.005
910, 0.03309, 0.005
920, 0.03486, 0.005
930, 0.03469, 0.005
940, 0.03469, 0.005
950, 0.03480, 0.005
960, 0.03455, 0.005
970, 0.03325, 0.005
980, 0.03621, 0.005
990, 0.03137, 0.005
1000, 0.03515, 0.005
1010, 0.03549, 0.005
1020, 0.03644, 0.005
1030, 0.03312, 0.005
1040, 0.03502, 0.005
1050, 0.03110, 0.005
1060, 0.03130, 0.005
1070, 0.03169, 0.005
1080, 0.03297, 0.005
1090, 0.03399, 0.005
1100, 0.03204, 0.005
1110, 0.03570, 0.005
1120, 0.02985, 0.005
1130, 0.03197, 0.005
1140, 0.03199, 0.005
1150, 0.03239, 0.005
1160, 0.03188, 0.005
1170, 0.03048, 0.005
1180, 0.03117, 0.005
1190, 0.03093, 0.005
1200, 0.03024, 0.005
1210, 0.03333, 0.005
1220, 0.03052, 0.005
1230, 0.03108, 0.005
1240, 0.03057, 0.005
1250, 0.02730, 0.005
1260, 0.02782, 0.005
1270, 0.02751, 0.005
1280, 0.02942, 0.005
1290, 0.02884, 0.005
1300, 0.02922, 0.005
1310, 0.02886, 0.005
1320, 0.02569, 0.005
1330, 0.03259, 0.005
1340, 0.02926, 0.005
1350, 0.02790, 0.005
1360, 0.02987, 0.005
1370, 0.02872, 0.005
1380, 0.03040, 0.005
1390, 0.02324, 0.005
1400, 0.02976, 0.005
1410, 0.03085, 0.005
1420, 0.02776, 0.005
1430, 0.02737, 0.005
1440, 0.02930, 0.005
1450, 0.02663, 0.005
1460, 0.02786, 0.005
1470, 0.02783, 0.005
1480, 0.03314, 0.005
1490, 0.02574, 0.005
1500, 0.02961, 0.005
1510, 0.02646, 0.005
1520, 0.02705, 0.005
1530, 0.02775, 0.005
1540, 0.02398, 0.005
1550, 0.02727, 0.005
1560, 0.02645, 0.005
1570, 0.02674, 0.005
1580, 0.03161, 0.005
1590, 0.02815, 0.005
1600, 0.02633, 0.005
1610, 0.03052, 0.005
1620, 0.02932, 0.005
1630, 0.02676, 0.005
1640, 0.02778, 0.005
1650, 0.02950, 0.005
1660, 0.03116, 0.005
1670, 0.02388, 0.005
1680, 0.02617, 0.005
1690, 0.02768, 0.005
1700, 0.02468, 0.005
1710, 0.02618, 0.005
1720, 0.02513, 0.005
1730, 0.02499, 0.005
1740, 0.02699, 0.005
1750, 0.02388, 0.005
1760, 0.02439, 0.005
1770, 0.02644, 0.005
1780, 0.02527, 0.005
1790, 0.02640, 0.005
1800, 0.02397, 0.005
1810, 0.02577, 0.005
1820, 0.02306, 0.005
1830, 0.02661, 0.005
1840, 0.02627, 0.005
1850, 0.02441, 0.005
1860, 0.02755, 0.005
1870, 0.02665, 0.005
1880, 0.02479, 0.005
1890, 0.02640, 0.005
1900, 0.02353, 0.005
1910, 0.02383, 0.005
1920, 0.02447, 0.005
1930, 0.02573, 0.005
1940, 0.02153, 0.005
1950, 0.02305, 0.005
1960, 0.02392, 0.005
1970, 0.02540, 0.005
1980, 0.02150, 0.005
1990, 0.02265, 0.005
2000, 0.02314, 0.005
2010, 0.02818, 0.005
2020, 0.02740, 0.005
2030, 0.02485, 0.005
2040, 0.02654, 0.005
2050, 0.02563, 0.005
2060, 0.02451, 0.005
2070, 0.01931, 0.005
2080, 0.02180, 0.005
2090, 0.02567, 0.005
2100, 0.02478, 0.005
2110, 0.02051, 0.005
2120, 0.02363, 0.005
2130, 0.02189, 0.005
2140, 0.02362, 0.005
2150, 0.02132, 0.005
2160, 0.02071, 0.005
2170, 0.02110, 0.005
