scorer,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne
bodyparts,Head,Head,Sideleft,Sideleft,Sideright,Sideright,Spine1,Spine1,Tailbase,Tailbase,Tailmiddle,Tailmiddle,Tailend,Tailend
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat1downsampled\img0173.png,,,,,,,,,,,,,,
labeled-data\rat1downsampled\img0351.png,,,,,,,,,,,,,,
labeled-data\rat1downsampled\img0381.png,128.0394710803222,246.04147255871584,,,144.93761531445318,235.2321014404297,,,,,158.90774035253918,182.28679202783138,125.3110066346424,155.35006169213972
labeled-data\rat1downsampled\img0722.png,77.24980165026858,79.65682561157232,56.877740554443136,77.60831962463382,56.5855585056151,91.46904507104506,40.837114014037866,81.17544897814949,24.99753346482035,64.69200178187742,24.708270077883057,33.17069872921378,49.20464882195894,14.623948522198887
labeled-data\rat1downsampled\img1060.png,255.6222177535475,64.03785971995583,245.05192431350298,49.72223671064017,238.02155632255761,62.66462940306791,226.9050487299966,52.720954558600354,203.97835439845727,49.94595909795193,172.41747625966474,32.09512461931597,148.74942295023345,16.51948751151845
labeled-data\rat1downsampled\img1128.png,279.0522766694337,58.65554302880864,254.846827842618,51.81258569226088,254.55630493164062,62.882144927978516,233.13582630469858,52.3335996829722,210.63270044607842,46.759258526178805,187.3507084943858,29.965510708961716,173.39460636535574,14.178074917357918
labeled-data\rat1downsampled\img1142.png,293.26681381616277,53.10639240161149,264.9273793892827,47.63213179492186,265.15676642517127,60.157439413696466,252.89567239746123,54.39521367309575,222.34131451965334,52.115931591064395,198.15378655004884,46.920254190429716,176.17695524277138,32.47508998333491
labeled-data\rat1downsampled\img1351.png,40.72447967529297,75.9433364868164,51.337769121404065,77.25800237185032,44.56041717529297,66.14190673828125,60.676455766597954,59.332308947942266,81.85949200616582,48.5784214129536,112.83668521071075,31.96396502899684,140.35646584784777,22.254639923409627
labeled-data\rat1downsampled\img1367.png,42.8952751159668,146.53591918945312,51.22141436218263,130.8872604224853,41.5371453817138,128.0788167124023,47.64722612976075,109.98025675781236,57.18977996582041,84.94161294287079,67.99618804150253,63.90090393469242,,
labeled-data\rat1downsampled\img1804.png,250.48581711535678,12.973056211181301,239.62499404504388,17.264413411377006,253.14164650891115,22.570631260131904,234.57435607910156,51.532867431640625,232.05149841308594,70.77586364746094,227.66363525390625,91.53292083740234,236.22927856445312,108.3637466430664
labeled-data\rat1downsampled\img1827.png,276.27227273608395,12.94026567004397,258.4812087576903,10.988679165100109,266.2037472033691,21.586198741149985,251.34166544274893,21.759676991394144,230.48437076306152,51.42527594836412,227.83291625976562,84.80941009521484,227.3755340576172,106.58832550048828
labeled-data\rat1downsampled\img2246.png,232.373488520874,218.73637985632328,240.64017571020509,231.84076016540536,245.7843780517578,222.4172728006592,256.84323123022466,233.93706940502938,266.3744438586443,215.64047211768053,276.0262574534993,184.19160704602027,271.427490038089,153.25648366973599
labeled-data\rat1downsampled\img3090.png,86.94053589472009,77.48992330721795,71.58581562796101,74.82030543715067,72.64979908253031,91.26275348665493,51.56644216855001,85.55033265484286,38.33131084815827,59.5984586677897,38.804303631211454,35.87690726849479,24.258330703921075,45.62954023568574
labeled-data\rat1downsampled\img3302.png,173.11215686901716,32.09888835162383,187.623563662671,42.49143599177334,184.55105590820312,28.1127691300007,207.24761190832578,27.575186744974204,208.40908620047568,9.311272825286963,162.96926617722812,11.437978108828318,145.24334889775983,24.62225071548501
labeled-data\rat1downsampled\img3494.png,75.83324304307492,76.76476469032373,89.3239130746152,64.78647674831228,78.955078515526,60.27878083274597,95.21810679645792,47.38189151404683,111.1442110194472,29.113662102290924,136.00507270201211,15.42217359575536,160.20215496736438,12.451106907314397
labeled-data\rat1downsampled\img3923.png,70.47329913867584,33.57075126497659,76.19099917438693,19.204275642415652,60.01023573043312,22.209127850022355,60.83356027048406,10.475318073465715,49.6089510949858,9.846029424936248,24.868892815917377,39.90948982849096,30.057726343627508,78.63688324780281
labeled-data\rat1downsampled\img3995.png,64.35498559825135,48.348343830724424,66.55854202009911,28.498203592317864,49.96678910662517,32.96125960116578,50.316891020166466,17.825106159893366,45.54115786471304,13.724932185146486,23.868162927655263,35.643080292957634,23.599070068526245,54.85705399071514
labeled-data\rat1downsampled\img4041.png,58.583348705947486,9.856008529663086,45.85766970065308,15.486589986137773,56.19513539431152,24.438094407635504,44.91120873255272,23.704609862806322,39.125791453524386,16.557283793777827,22.996387648150574,32.42632473089981,23.56599723235547,54.46013303979147
labeled-data\rat1downsampled\img4429.png,106.71274541080476,226.99621762937758,102.36491097113294,241.34963342341527,112.00011677096686,238.9651289429696,118.84016010938115,251.92984906929118,148.1507072458487,240.76439076867862,177.1286211868389,224.68778548634242,202.38368274487402,205.14456742231243
labeled-data\rat1downsampled\img4522.png,112.9132020673828,209.91847060107423,108.81705474853516,223.2517852783203,117.9093246459961,223.1544189453125,111.9540023803711,234.41189575195312,,,168.52662060290515,244.99572078320318,182.3309724676514,222.32459005688477
labeled-data\rat1downsampled\img4902.png,130.97866821289062,226.1803741455078,116.66704552062977,232.0329946269532,121.42279725415027,244.67756999340835,94.58627298998984,244.00095721203644,79.49426691772459,233.3737030319825,88.47085226232898,204.4979595882569,111.741873821289,195.71052723071296
labeled-data\rat1downsampled\img5374.png,41.19504363300436,236.6097814174143,54.62264663609808,227.99005338436464,46.431005381079046,222.65792078207306,60.260792205855154,210.0672908048103,81.72334590793069,195.34959856719482,106.61358063457376,199.08622028556107,123.77643384787595,215.2036631766254
labeled-data\rat1downsampled\img6637.png,126.57136954813775,36.87364523792212,143.90864127063693,47.05271966218811,145.5015252086926,35.308453989945406,164.6336018505441,45.014395201388126,185.07615435566845,51.03211262567085,222.77210495589208,55.75476665415957,254.03881987021285,54.607957231156135
labeled-data\rat1downsampled\img6753.png,90.52970256341723,61.189979553222656,103.68781239599866,50.174062899470904,92.83097076416016,44.397723278076114,107.49505200256365,36.296862260131775,120.8779790451664,28.55729245788558,142.22242224880875,17.75629715942688,170.84443199987885,11.244307365722108
labeled-data\rat1downsampled\img7357.png,61.86037008112285,105.05032820268215,46.1089177911916,112.58247954629024,54.760859714855115,122.09254850908442,37.965228375510804,141.13278437530127,48.08221993880599,159.7539125616262,65.25796951274106,193.9909102310796,86.93102520654301,210.17979860656752
labeled-data\rat1downsampled\img8515.png,206.7535468239746,168.46044077392582,225.72397858084622,173.79591242066576,224.10838018507002,161.24024618287916,248.25855940881365,162.67904917883303,254.133217789551,140.7745292316892,263.0317431873093,113.73171198766067,259.52801513671875,92.30210876464844
