scorer,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne
bodyparts,Head,Head,Sideleft,Sideleft,Sideright,Sideright,Spine1,Spine1,Tailbase,Tailbase,Tailmiddle,Tailmiddle,Tailend,Tailend
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img0103.png,,,,,,,,,,,,,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img0289.png,22.941596311195383,74.94324660761085,10.562395591888333,81.90046263951471,19.344509380517053,85.8684006195805,10.307497457602793,97.83301409879307,12.047552247071366,117.81965696267457,8.693413555812555,140.3338557137082,6.271616608761477,154.86576184163786
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img1373.png,176.40501712330655,203.21412441895328,165.50294152762729,208.17110272182148,175.47928657000728,210.6228383498352,171.77073390102464,220.77625349712127,183.38115700563696,213.8906690682229,,,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img1874.png,156.22237977205268,200.8769504657984,162.49897500082744,209.21343126186215,167.05484092734804,201.14503591005146,172.04510581992616,209.17966552113663,179.77526309011586,215.57603602710097,161.5394387165452,220.92207303081668,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img2186.png,50.78457620776322,210.87124995575675,67.43692679508672,215.25514796644376,66.59553023398465,205.68743554736864,81.63839348575652,211.31419139209123,102.11393393879865,210.7466326448871,,,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img2213.png,8.252929822923363,204.97171632434618,18.262307200838116,215.97980958533353,19.137257810421062,206.97962830540354,30.77175563874718,212.62138102380322,49.13346629324832,209.50744412228835,64.20403289794922,203.62600708007812,55.61599491307416,214.09252653194497
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img2276.png,41.164453975706294,67.36186114468781,29.96717447723728,60.26363968975858,28.187496979540384,68.70108402525116,15.507208957198372,65.75940339939123,6.629113255185729,75.18051125118589,7.235268591773789,94.05741504106867,8.985190023881572,113.53586714261549
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img3064.png,178.8423614501953,211.380615234375,165.9643376982628,208.7888208710731,166.0556653183491,216.67051587907352,153.54304199410888,212.65937487046173,,,107.68056994124532,201.2003486310539,87.93871472213797,194.88959232829555
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img3155.png,149.03098707373402,205.3417422377654,157.7663942498994,209.98337733461116,160.29270322957527,201.07630085331834,169.70688548263993,207.9463950870283,171.24517510520207,219.34873985452498,156.06860040345967,220.49974568461164,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img3572.png,8.567742932713998,84.12131543507961,19.540151611878656,81.39189095450374,12.293361988297022,75.1065781937563,23.277951144236994,71.20746167764302,30.256857242813624,62.8798929902958,28.369643415826857,45.67752540030817,7.907249110395611,47.86716980096921
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img3672.png,131.2714709948447,187.1125369099468,120.19118814823055,193.48429672397518,,,111.7304260531245,204.41743144598215,95.86154554168155,213.3282983917704,71.02642425062666,207.4627703141576,58.179057389754576,195.69748118646115
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img3704.png,162.12328792872498,204.1677227942385,151.9033163066534,201.42374782520807,153.03857984522125,209.7756877890881,144.2603189289668,207.32598960727262,,,102.15035427210495,204.0187647325797,81.87632125145201,193.86579703261208
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4502.png,16.700355331767383,162.91251213912673,13.782834282354514,174.84147614852034,22.964759920551728,173.64760326940538,21.41599237207808,188.5809708893489,11.783734597558322,206.91447061119968,,,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4505.png,13.23908105442763,137.86329643655336,19.891271158736515,151.63599070557837,10.93077853471516,151.79838407750688,16.115767640546125,166.3057122987373,15.85004126939387,180.99002517212492,14.070372167239157,202.66804133456085,3.3450554316258376,174.52433528880863
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4775.png,156.48711310459632,68.93343736076471,146.43372749619496,63.58954577045295,151.62893308027313,59.965951420819124,138.46446100819344,52.63379091909911,113.3385119969503,46.27806590272223,84.68391962274873,41.77119334074388,62.73827299466171,45.42393210049377
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4815.png,161.3665834759579,143.3539294787148,169.03865601051743,139.8348286624383,164.37136586196144,135.20728178534222,173.92392627512098,131.11771489267417,179.67576080205814,112.23313628917488,,,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4825.png,144.56690324462494,151.42740676966505,148.40439309709706,139.8034527887869,155.44973254602428,144.70349867361148,152.781005859375,128.48899841308594,150.27586364746094,119.06531524658203,145.97608947753906,103.00411224365234,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4832.png,104.3265376591981,196.866195586006,109.89300024310114,185.12211888217843,119.68546992500035,191.18206074304754,121.404126693639,178.12326204065715,129.0274658203125,158.005859375,133.62982177734375,139.4393768310547,134.4994354248047,131.49795532226562
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4835.png,,,,,,,,,,,,,,
labeled-data\rat_training_OS_SERT_5d_t0001downsampled\img4842.png,,,,,,,,,,,,,,
