scorer,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne
bodyparts,Head,Head,Sideleft,Sideleft,Sideright,Sideright,Spine1,Spine1,Tailbase,Tailbase,Tailmiddle,Tailmiddle,Tailend,Tailend
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\trail_2_reddownsampled\img00039.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img00106.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img00178.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img00298.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img00491.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img00782.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img00882.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img01048.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img01270.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img01308.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img01320.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img01387.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img02204.png,143.43473163545622,30.85026667309276,153.33853901237393,44.68724322178556,160.80586816641198,35.36991720843432,167.59406966238288,46.29590445802763,180.08393536901707,56.00220297600361,190.73446376776346,62.18333889080147,201.9521026611328,67.37954711914062
labeled-data\trail_2_reddownsampled\img03904.png,249.96313475877037,180.04660415332387,237.52394867029042,178.91204070924965,245.47958374023438,170.72283935546875,237.24632263183594,170.09304809570312,232.28430175952616,164.86576080236583,226.050136567276,147.21059799202905,227.2533721923828,126.59085845947266
labeled-data\trail_2_reddownsampled\img05302.png,233.13512782019603,178.87721018100333,220.81439323492975,186.91373762892093,227.1345977783203,179.1168212890625,220.4827401898529,178.75405016194708,215.03988669830267,172.0806469396301,204.16511440843328,156.46721614284954,210.55099158162415,137.90198317389599
labeled-data\trail_2_reddownsampled\img05496.png,117.52711227958164,68.89035838887409,129.18900403692894,78.51962042499282,133.55599823410478,67.92599848721403,141.04407484260926,76.20884314640229,152.2255363939904,84.30755029278876,167.54196319167647,93.88903570819595,179.74623541690195,99.23397703505877
labeled-data\trail_2_reddownsampled\img06081.png,105.7763112518783,85.4171240217764,103.52871490644625,72.32814409339359,94.06198147816079,79.52332187321015,94.73737082219077,70.5617659179044,87.5986099243164,63.35063171386719,79.93898630888734,48.40301063040563,94.70804097823984,32.62139536930752
labeled-data\trail_2_reddownsampled\img07161.png,124.40085868233649,44.510579316740795,136.40031331506646,45.29686569124871,128.56035430540558,37.16666411339574,137.4016961323575,37.88522275637824,125.3303687053607,32.35516984580138,114.76393127441406,31.057554244995117,97.47214114222626,32.92009595204802
labeled-data\trail_2_reddownsampled\img15561.png,241.83735454243865,35.29356598214846,228.84525566744065,31.469053373369483,226.85742993680066,41.01151074406216,218.71656955405547,34.75934488930951,207.29741555852644,38.7391635672243,191.59972583453282,40.642007271427815,164.45445608782532,50.932555036517144
labeled-data\trail_2_reddownsampled\img15767.png,140.4779721538677,163.31967880287036,148.73968455317012,177.40972285919364,156.567744079106,167.01521118053466,159.60062822262861,175.75321497605043,168.86615737379338,182.60370018356167,193.91163786880992,190.28297556990108,211.87749724436293,189.30348990618143
labeled-data\trail_2_reddownsampled\img16926.png,92.22054395837665,172.57576754456602,101.6844250982075,157.13264953241747,90.07346068964407,156.6520434533159,95.3645570035699,146.01698133259097,95.09509521298608,128.84834612992177,93.75431089118274,109.8733699774391,93.05421445006286,87.00897953111189
labeled-data\trail_2_reddownsampled\img16958.png,87.17880586602759,162.04523450412296,97.35776579485987,157.61978184624627,83.16956174713947,155.78471170634293,92.08252919941879,151.06519560285116,93.73833127996849,143.03066102600525,92.16335757201553,123.12717814104201,90.82875813509679,107.4162712989712
labeled-data\trail_2_reddownsampled\img16993.png,85.98167699198795,158.07512129981566,96.30927801742352,152.76492341844752,,,92.39600789837317,147.4781268163489,93.08845507109756,140.60138522678145,92.10071126833174,121.57611585420784,90.00459898595352,103.30448414262746
labeled-data\trail_2_reddownsampled\img17035.png,91.93140648842649,159.98100710371804,98.20265362016586,151.73637061611362,86.4543207932469,151.5799844242152,91.93079939601233,146.50573427214573,92.75258148907625,139.0872972489987,90.90123986244993,120.62260507604209,89.88192667988838,100.66417489311817
labeled-data\trail_2_reddownsampled\img17191.png,201.07584567812762,153.55499202857595,191.0314461631384,144.7383001564729,187.3339094411179,155.82904600929373,179.7463905090054,147.82987464564545,163.4893992426398,152.15044727876597,144.08979732642752,158.15363673253327,125.5346639005381,161.26533691727397
labeled-data\trail_2_reddownsampled\img17867.png,237.07956107264798,20.706261585550976,227.24836190494207,30.938449053771905,240.96362038586085,32.25428497030043,233.0143521592992,42.43452356360105,232.06898298959095,54.76957431749872,231.8066654045808,72.19481747199062,235.67856408612207,88.84693332715327
labeled-data\trail_2_reddownsampled\img19678.png,75.17982050312537,151.5946339035805,106.61910000683292,135.10953053611877,,,114.59204513613034,118.52752831684408,135.797253260276,124.18617711316467,,,,
labeled-data\trail_2_reddownsampled\img19691.png,,,,,,,,,,,,,,
labeled-data\trail_2_reddownsampled\img19768.png,,,,,,,,,,,,,,
