scorer,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne,sanne
bodyparts,Head,Head,Sideleft,Sideleft,Sideright,Sideright,Spine1,Spine1,Tailbase,Tailbase,Tailmiddle,Tailmiddle,Tailend,Tailend
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\trail_2_bluedownsampled\img0037.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0052.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0069.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0079.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0081.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0087.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0093.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0112.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0124.png,,,85.69873046875,0.898123025894165,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0126.png,117.38014738049333,0.8958444049377476,91.64572143554688,0.41250061988830566,91.13076782226562,4.152752876281738,83.38099670410156,2.837555408477783,,,,,,
labeled-data\trail_2_bluedownsampled\img0129.png,131.65273632873556,1.93158028506474,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img0168.png,251.23507023559597,112.36294555664062,237.57652365710442,116.82877182409672,237.28853350927733,106.07976106835935,,,,,200.90712031945745,105.33129121325689,190.49993762451243,100.26381863867212
labeled-data\trail_2_bluedownsampled\img3888.png,120.71924000961819,178.66900610385545,121.92630506656268,190.92404289787424,110.97173214901973,184.91093568175458,110.66874764868338,194.07285841086446,112.63006160067539,200.19041964477668,95.63318726909343,207.22948523581186,82.46648600216048,206.04966126631308
labeled-data\trail_2_bluedownsampled\img6800.png,87.93551626882412,55.687509088000006,90.71030715450102,45.448907933387474,80.36228140882402,46.99620381673036,83.17337036132812,35.593177795410156,94.93927756032802,60.898824051067486,116.6063730908477,64.71145690261736,129.78841448055502,74.3498948292068
labeled-data\trail_2_bluedownsampled\img6886.png,82.55566053439394,44.62685438882979,82.44643652539054,54.47091510266122,89.51181960656731,52.44986218164064,89.81990391967776,60.8279059313966,96.73726763623611,63.12807228419743,117.12549743976783,62.23892653839826,133.8362832822505,69.19765728073197
labeled-data\trail_2_bluedownsampled\img9324.png,100.0014388437383,162.53700705116765,98.67267123943168,153.06867322741027,86.897594377216,157.727755438072,90.12212641103619,145.298933799663,92.72626546229284,132.68565147255322,95.5074497900689,115.83199636503122,97.79502174585957,98.47437056097252
labeled-data\trail_2_bluedownsampled\img9374.png,101.6041316962237,160.20936539425531,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9375.png,102.31033501354995,160.51764769213878,93.42517851330564,158.9073944091797,101.19893646240234,151.7527550559082,92.82680252319327,151.09458241943355,,,,,,
labeled-data\trail_2_bluedownsampled\img9382.png,100.10955053417982,159.38878976647965,91.97014108325192,155.5552520751953,99.33457352734374,151.6267895152588,91.16531367712395,147.66680733496085,,,,,,
labeled-data\trail_2_bluedownsampled\img9410.png,94.29769981909178,154.95797486315942,95.05995178222656,141.72084045410156,101.57024383544922,140.81752014160156,103.30059562561041,126.63707468188454,,,,,,
labeled-data\trail_2_bluedownsampled\img9419.png,43.177182423461716,144.52392246142594,53.77787566735839,126.29285174658196,62.73065484021001,131.0346849165039,70.2572721813967,109.47243062988255,92.48780800866743,108.52968157739224,,,,
labeled-data\trail_2_bluedownsampled\img9425.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9426.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9428.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9429.png,,,,,0.5993437767028809,0.9081892967224121,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9435.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9442.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9446.png,,,,,,,,,,,,,,
labeled-data\trail_2_bluedownsampled\img9449.png,,,,,,,,,,,,,,
